date,id,referee,home_team,away_team,home_goals,away_goals,result,total_goals,goal_diff
2023-04-16 13:00:00,871776,S. Frappart,Strasbourg,Ajaccio,3,1,0,4,2
2023-04-16 13:00:00,871772,T. Léonard,Clermont Foot,Angers,2,1,0,3,1
2023-04-16 13:00:00,871777,B. Bastien,Stade Brestois 29,Nice,1,0,0,1,1
2023-04-16 15:05:00,871771,B. Dechepy,Monaco,Lorient,3,1,0,4,2
2023-04-16 18:45:00,871774,B. Millot,Marseille,Estac Troyes,3,1,0,4,2
2023-04-21 19:00:00,871782,E. Wattellier,Angers,Paris Saint Germain,1,2,2,3,-1
2023-04-22 15:00:00,871781,S. Frappart,Auxerre,Lille,1,1,1,2,0
2023-04-22 19:00:00,871788,F. Letexier,Lens,Monaco,3,0,0,3,3
2023-04-23 11:00:00,871789,C. Turpin,Reims,Strasbourg,0,2,2,2,-2
2023-04-23 13:00:00,871784,J. Pignard,Nantes,Estac Troyes,2,2,1,4,0
2023-04-23 13:00:00,871786,B. Millot,Nice,Clermont Foot,1,2,2,3,-1
2023-04-23 13:00:00,871783,M. Bollengier,Lorient,Toulouse,0,1,2,1,-1
2023-04-23 13:00:00,871780,J. Stinat,Ajaccio,Stade Brestois 29,0,0,1,0,0
2023-04-23 15:05:00,871785,R. Buquet,Montpellier,Rennes,1,0,0,1,1
2023-04-23 18:45:00,871787,J. Brisard,Lyon,Marseille,1,2,2,3,-1
2023-04-28 19:00:00,871795,R. Buquet,Strasbourg,Lyon,1,2,2,3,-1
2023-04-29 15:00:00,871792,F. Letexier,Lille,Ajaccio,3,0,0,3,3
2023-04-30 11:00:00,871790,M. Bollengier,Monaco,Montpellier,0,4,2,4,-4
2023-04-30 13:00:00,871797,F. Batta,Rennes,Angers,4,2,0,6,2
2023-04-30 13:00:00,871791,S. Frappart,Clermont Foot,Reims,1,0,0,1,1
2023-04-30 13:00:00,871799,E. Wattellier,Estac Troyes,Nice,0,1,2,1,-1
2023-04-30 15:05:00,871794,J. Brisard,Paris Saint Germain,Lorient,1,3,2,4,-2
2023-04-30 18:45:00,871793,J. Pignard,Marseille,Auxerre,2,1,0,3,1
2023-05-02 19:00:00,871798,B. Dechepy,Toulouse,Lens,0,1,2,1,-1
2023-05-03 19:00:00,871796,W. Delajod,Stade Brestois 29,Nantes,2,0,0,2,2
2023-05-06 15:00:00,871805,W. Delajod,Nice,Rennes,2,1,0,3,1
2023-05-06 17:00:00,871808,T. Léonard,Reims,Lille,1,0,0,1,1
2023-05-06 19:00:00,871807,C. Turpin,Lens,Marseille,2,1,0,3,1
2023-05-07 11:00:00,871802,J. Stinat,Angers,Monaco,1,2,2,3,-1
2023-05-07 13:00:00,871804,B. Bastien,Nantes,Strasbourg,0,2,2,2,-2
2023-05-07 13:00:00,871803,B. Millot,Lorient,Stade Brestois 29,2,1,0,3,1
2023-05-07 13:00:00,871800,F. Batta,Ajaccio,Toulouse,0,0,1,0,0
2023-05-07 13:00:00,871801,M. Bollengier,Auxerre,Clermont Foot,1,1,1,2,0
2023-05-07 15:05:00,871806,B. Dechepy,Lyon,Montpellier,5,4,0,9,1
2023-05-07 18:45:00,871809,R. Buquet,Estac Troyes,Paris Saint Germain,1,3,2,4,-2
2023-05-12 19:00:00,871815,J. Pignard,Lens,Reims,2,1,0,3,1
2023-05-13 15:00:00,871816,J. Stinat,Strasbourg,Nice,2,0,0,2,2
2023-05-13 19:00:00,871814,P. Gaillouste,Paris Saint Germain,Ajaccio,5,0,0,5,5
2023-05-14 11:00:00,871811,R. Buquet,Clermont Foot,Lyon,2,1,0,3,1
2023-05-14 13:00:00,871812,M. Vernice,Montpellier,Lorient,1,1,1,2,0
2023-05-14 13:00:00,871818,S. Frappart,Rennes,Estac Troyes,4,0,0,4,4
2023-05-14 13:00:00,871817,E. Wattellier,Stade Brestois 29,Auxerre,1,0,0,1,1
2023-05-14 14:30:00,871819,J. Brisard,Toulouse,Nantes,0,0,1,0,0
2023-05-14 15:05:00,871810,B. Bastien,Monaco,Lille,0,0,1,0,0
2023-05-14 18:45:00,871813,B. Millot,Marseille,Angers,3,1,0,4,2
2023-05-19 19:00:00,871826,B. Millot,Lyon,Monaco,3,1,0,4,2
2023-05-20 15:00:00,871823,R. Buquet,Nantes,Montpellier,0,3,2,3,-3
2023-05-20 19:00:00,871824,J. Brisard,Lille,Marseille,2,1,0,3,1
2023-05-21 11:00:00,871820,E. Wattellier,Ajaccio,Rennes,0,5,2,5,-5
2023-05-21 13:00:00,871825,J. Pignard,Nice,Toulouse,0,0,1,0,0
2023-05-21 13:00:00,871828,F. Batta,Reims,Angers,2,2,1,4,0
2023-05-21 13:00:00,871827,B. Dechepy,Stade Brestois 29,Clermont Foot,2,1,0,3,1
2023-05-21 13:00:00,871829,C. Turpin,Estac Troyes,Strasbourg,1,1,1,2,0
2023-05-21 15:05:00,871822,S. Frappart,Lorient,Lens,1,3,2,4,-2
2023-05-21 18:45:00,871821,B. Bastien,Auxerre,Paris Saint Germain,1,2,2,3,-1
2023-05-27 19:00:00,871836,T. Léonard,Lens,Ajaccio,3,0,0,3,3
2023-05-27 19:00:00,871831,F. Batta,Clermont Foot,Lorient,2,0,0,2,2
2023-05-27 19:00:00,871839,M. Vernice,Toulouse,Auxerre,1,1,1,2,0
2023-05-27 19:00:00,871837,J. Brisard,Strasbourg,Paris Saint Germain,1,1,1,2,0
2023-05-27 19:00:00,871838,C. Turpin,Rennes,Monaco,2,0,0,2,2
2023-05-27 19:00:00,871835,S. Frappart,Marseille,Stade Brestois 29,1,2,2,3,-1
2023-05-27 19:00:00,871834,J. Stinat,Lyon,Reims,3,0,0,3,3
2023-05-27 19:00:00,871832,E. Wattellier,Lille,Nantes,2,1,0,3,1
2023-05-27 19:00:00,871830,K. Abed,Angers,Estac Troyes,2,1,0,3,1
2023-05-27 19:00:00,871833,B. Millot,Montpellier,Nice,2,3,2,5,-1
2023-06-03 19:00:00,871843,B. Dechepy,Lorient,Strasbourg,2,1,0,3,1
2023-06-03 19:00:00,871847,J. Brisard,Stade Brestois 29,Rennes,1,2,2,3,-1
2023-06-03 19:00:00,871840,B. Bastien,Ajaccio,Marseille,1,0,0,1,1
2023-06-03 19:00:00,871848,P. Gaillouste,Reims,Montpellier,1,3,2,4,-2
2023-06-03 19:00:00,871841,B. Millot,Auxerre,Lens,1,3,2,4,-2
2023-06-03 19:00:00,871846,T. Léonard,Paris Saint Germain,Clermont Foot,2,3,2,5,-1
2023-06-03 19:00:00,871845,E. Wattellier,Nice,Lyon,3,1,0,4,2
2023-06-03 19:00:00,871844,C. Turpin,Nantes,Angers,1,0,0,1,1
2023-06-03 19:00:00,871842,S. Frappart,Monaco,Toulouse,1,2,2,3,-1
2023-06-03 19:00:00,871849,J. Stinat,Estac Troyes,Lille,1,1,1,2,0
