date,id,referee,home_team_id,away_team_id,home_team,away_team,home_goals,away_goals,result,total_goals,goal_diff,home_shots_on_goal,home_shots_off_goal,home_total_shots,home_blocked_shots,home_shots_insidebox,home_shots_outsidebox,home_fouls,home_corner_kicks,home_offsides,home_ball_possession,home_yellow_cards,home_red_cards,home_goalkeeper_saves,home_total_passes,home_passes_accurate,home_passes_%,home_expected_goals,home_goals_prevented,away_shots_on_goal,away_shots_off_goal,away_total_shots,away_blocked_shots,away_shots_insidebox,away_shots_outsidebox,away_fouls,away_corner_kicks,away_offsides,away_ball_possession,away_yellow_cards,away_red_cards,away_goalkeeper_saves,away_total_passes,away_passes_accurate,away_passes_%,away_expected_goals,away_goals_prevented
2025-04-25 16:30:00,1226439,E. Weisbach,178,1652,SpVgg Greuther Fürth,SSV Ulm 1846,0,1,2,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 16:30:00,1226440,P. Schwengers,159,179,Hertha BSC,1. FC Magdeburg,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 11:00:00,1226443,L. Erbst,177,744,SSV Jahn Regensburg,Eintracht Braunschweig,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 11:00:00,1226438,R. Braun,185,1660,SC Paderborn 07,SV Elversberg,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 11:00:00,1226442,L. Benen,1313,181,Preußen Münster,SV Darmstadt 98,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 18:30:00,1226435,M. Petersen,158,171,Fortuna Düsseldorf,1. FC Nürnberg,3,3,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 11:30:00,1226437,T. Gansloweit,166,192,Hannover 96,1. FC Köln,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 11:30:00,1226436,F. Lechner,175,785,Hamburger SV,Karlsruher SC,1,2,2,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 11:30:00,1226441,D. Schlager,745,174,1. FC Kaiserslautern,FC Schalke 04,2,1,0,3,1,9.0,7.0,19.0,3.0,13.0,6.0,9.0,5.0,5.0,51%,1.0,,2.0,374.0,273.0,73%,,,4.0,5.0,11.0,2.0,8.0,3.0,16.0,8.0,2.0,49%,1.0,,7.0,350.0,242.0,69%,,
2025-05-02 16:30:00,1226450,F. Prigan,179,1313,1. FC Magdeburg,Preußen Münster,0,5,2,5,-5,3.0,5.0,10.0,2.0,8.0,2.0,17.0,7.0,1.0,63%,4.0,,3.0,496.0,437.0,88%,,,8.0,5.0,14.0,1.0,9.0,5.0,14.0,3.0,0.0,37%,2.0,,4.0,303.0,240.0,79%,,
2025-05-02 16:30:00,1226448,R. Schröder,174,185,FC Schalke 04,SC Paderborn 07,0,2,2,2,-2,4.0,6.0,13.0,3.0,8.0,5.0,9.0,6.0,0.0,49%,2.0,,5.0,399.0,313.0,78%,,,8.0,5.0,18.0,5.0,15.0,3.0,11.0,8.0,2.0,51%,0.0,,4.0,426.0,342.0,80%,,
2025-05-03 11:00:00,1226445,P. Alt,181,175,SV Darmstadt 98,Hamburger SV,0,4,2,4,-4,2.0,13.0,21.0,6.0,10.0,11.0,9.0,4.0,1.0,63%,3.0,,2.0,474.0,412.0,87%,,,6.0,0.0,10.0,4.0,6.0,4.0,21.0,5.0,2.0,37%,3.0,,2.0,282.0,212.0,75%,,
2025-05-03 11:00:00,1226451,D. Schlager,744,158,Eintracht Braunschweig,Fortuna Düsseldorf,2,2,1,4,0,5.0,6.0,13.0,2.0,9.0,4.0,11.0,4.0,1.0,42%,0.0,,3.0,438.0,357.0,82%,,,5.0,3.0,10.0,2.0,6.0,4.0,8.0,3.0,1.0,58%,2.0,,3.0,624.0,556.0,89%,,
2025-05-03 11:00:00,1226452,T. Gerach,1652,166,SSV Ulm 1846,Hannover 96,1,2,2,3,-1,5.0,8.0,21.0,8.0,13.0,8.0,17.0,7.0,0.0,55%,3.0,0.0,1.0,369.0,279.0,76%,,,2.0,3.0,9.0,4.0,5.0,4.0,14.0,1.0,2.0,45%,2.0,1.0,4.0,319.0,256.0,80%,,
2025-05-03 18:30:00,1226444,N. Winter,192,177,1. FC Köln,SSV Jahn Regensburg,1,1,1,2,0,5.0,10.0,22.0,7.0,9.0,13.0,9.0,8.0,0.0,67%,0.0,,3.0,560.0,474.0,85%,,,4.0,1.0,5.0,0.0,4.0,1.0,18.0,1.0,2.0,33%,1.0,,4.0,276.0,192.0,70%,,
2025-05-04 11:30:00,1226446,T. Stieler,785,745,Karlsruher SC,1. FC Kaiserslautern,2,2,1,4,0,8.0,9.0,18.0,1.0,13.0,5.0,5.0,8.0,2.0,53%,1.0,,6.0,409.0,326.0,80%,,,8.0,3.0,15.0,4.0,8.0,7.0,12.0,5.0,3.0,47%,1.0,,6.0,376.0,290.0,77%,,
2025-05-04 11:30:00,1226447,R. Kampka,159,178,Hertha BSC,SpVgg Greuther Fürth,1,0,0,1,1,3.0,6.0,11.0,2.0,7.0,4.0,15.0,8.0,10.0,51%,2.0,,1.0,426.0,354.0,83%,,,1.0,8.0,13.0,4.0,4.0,9.0,13.0,3.0,1.0,49%,1.0,,2.0,413.0,327.0,79%,,
2025-05-04 11:30:00,1226449,F. Heft,171,1660,1. FC Nürnberg,SV Elversberg,1,3,2,4,-2,2.0,7.0,12.0,3.0,10.0,2.0,13.0,2.0,2.0,50%,5.0,,2.0,402.0,325.0,81%,,,5.0,5.0,10.0,0.0,3.0,7.0,16.0,4.0,1.0,50%,1.0,,1.0,401.0,323.0,81%,,
2025-05-09 16:30:00,1226460,P. Ittrich,1313,159,Preußen Münster,Hertha BSC,2,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-09 16:30:00,1226458,R. Hartmann,171,192,1. FC Nürnberg,1. FC Köln,1,2,2,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-10 11:00:00,1226453,M. Bacher,158,174,Fortuna Düsseldorf,FC Schalke 04,2,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-10 11:00:00,1226456,M. Petersen,185,179,SC Paderborn 07,1. FC Magdeburg,2,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-10 11:00:00,1226457,T. Gansloweit,1660,744,SV Elversberg,Eintracht Braunschweig,3,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-10 18:30:00,1226454,M. Burda,175,1652,Hamburger SV,SSV Ulm 1846,6,1,0,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-11 11:30:00,1226455,R. Hempel,166,178,Hannover 96,SpVgg Greuther Fürth,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-11 11:30:00,1226461,E. Weisbach,177,785,SSV Jahn Regensburg,Karlsruher SC,2,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-11 11:30:00,1226459,R. Braun,745,181,1. FC Kaiserslautern,SV Darmstadt 98,2,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-18 13:30:00,1226466,F. Heft,159,166,Hertha BSC,Hannover 96,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-18 13:30:00,1226467,R. Hartmann,174,1660,FC Schalke 04,SV Elversberg,1,2,2,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-18 13:30:00,1226465,R. Schröder,178,175,SpVgg Greuther Fürth,Hamburger SV,3,2,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-18 13:30:00,1226468,P. Ittrich,179,158,1. FC Magdeburg,Fortuna Düsseldorf,4,2,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-18 13:30:00,1226463,N. Winter,181,177,SV Darmstadt 98,SSV Jahn Regensburg,3,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-18 13:30:00,1226462,S. Storks,192,745,1. FC Köln,1. FC Kaiserslautern,4,0,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-18 13:30:00,1226469,S. Jablonski,744,171,Eintracht Braunschweig,1. FC Nürnberg,1,4,2,5,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-18 13:30:00,1226464,D. Aytekin,785,185,Karlsruher SC,SC Paderborn 07,3,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-18 13:30:00,1226470,P. Alt,1652,1313,SSV Ulm 1846,Preußen Münster,2,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-23 18:30:00,1375875,T. Welz,1639,744,FC Saarbrücken,Eintracht Braunschweig,0,2,2,2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-27 18:30:00,1375876,T. Stieler,744,1639,Eintracht Braunschweig,FC Saarbrücken,2,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
